sale_id,product_id,customer_id,timestamp,quantity,price_x,revenue,_revenue,location,gender,signup_date,name,category,supplier,price_y
1350,92,34,2021-06-08,2,49401,98802,98802,Ibadan,Female,2020-01-08,Product_92,Groceries,Supplier A,49401
1351,41,309,2022-10-14,4,11883,47532,47532,Abuja,Female,2020-03-27,Product_41,Groceries,Supplier D,11883
1352,36,392,2021-06-25,3,47795,143385,143385,Kano,Male,2021-03-30,Product_36,Books,Supplier D,47795
1353,85,18,2022-09-12,2,48351,96702,96702,Enugu,Female,2020-12-11,Product_85,Fashion,Supplier C,48351
1354,72,57,2021-07-30,1,16922,16922,16922,Abuja,Male,2022-11-04,Product_72,Groceries,Supplier A,16922
1355,55,112,2022-03-23,1,44564,44564,44564,Lagos,Male,2020-06-21,Product_55,Books,Supplier A,44564
1356,9,5,2022-08-09,4,35332,141328,141328,Port Harcourt,Male,2020-04-02,Product_9,Electronics,Supplier A,35332
1357,47,410,2021-06-16,3,21695,65085,65085,Ibadan,Male,2020-04-07,Product_47,Home,Supplier B,21695
1358,15,414,2022-04-05,3,1507,4521,4521,Abuja,Female,2022-01-27,Product_15,Books,Supplier D,1507
1359,48,182,2023-07-05,2,12439,24878,24878,Lagos,Male,2021-02-23,Product_48,Toys,Supplier C,12439
1360,82,13,2023-11-19,2,12222,24444,24444,Enugu,Male,2021-06-17,Product_82,Home,Supplier A,12222
1361,42,339,2022-12-15,1,49646,49646,49646,Port Harcourt,Female,2021-11-30,Product_42,Groceries,Supplier A,49646
1362,60,285,2023-04-21,4,27582,110328,110328,Lagos,Female,2021-03-10,Product_60,Groceries,Supplier D,27582
1363,84,259,2023-05-18,3,44913,134739,134739,Ibadan,Female,2022-07-27,Product_84,Home,Supplier A,44913
1364,70,90,2022-11-19,2,7040,14080,14080,Port Harcourt,Female,2022-01-28,Product_70,Home,Supplier A,7040
1365,12,104,2021-11-26,2,13487,26974,26974,Lagos,Female,2022-05-30,Product_12,Fashion,Supplier B,13487
1366,2,379,2021-04-05,4,26623,106492,106492,Abuja,Male,2022-07-22,Product_2,Groceries,Supplier D,26623
1367,7,186,2023-02-24,4,10382,41528,41528,Ibadan,Female,2022-09-23,Product_7,Groceries,Supplier A,10382
1368,80,250,2022-10-11,1,13761,13761,13761,Ibadan,Male,2021-07-28,Product_80,Electronics,Supplier A,13761
1369,3,255,2021-12-19,4,33562,134248,134248,Abuja,Female,2021-04-19,Product_3,Toys,Supplier C,33562
1370,3,76,2023-07-19,1,33562,33562,33562,Port Harcourt,Male,2022-01-17,Product_3,Toys,Supplier C,33562
1371,27,386,2023-07-30,1,26321,26321,26321,Abuja,Male,2021-10-07,Product_27,Toys,Supplier A,26321
1372,40,459,2023-09-11,4,21453,85812,85812,Port Harcourt,Female,2020-09-06,Product_40,Groceries,Supplier B,21453
1373,33,108,2023-11-09,4,18771,75084,75084,Kano,Female,2020-07-12,Product_33,Electronics,Supplier D,18771
1374,92,156,2022-10-08,4,49401,197604,197604,Port Harcourt,Male,2021-08-23,Product_92,Groceries,Supplier A,49401
1375,1,82,2022-09-18,4,27088,108352,108352,Enugu,Male,2022-05-26,Product_1,Books,Supplier A,27088
1376,8,77,2021-05-19,4,1636,6544,6544,Abuja,Female,2021-08-17,Product_8,Books,Supplier C,1636
1377,32,485,2022-12-17,1,7559,7559,7559,Lagos,Male,2020-02-08,Product_32,Toys,Supplier A,7559
1378,48,470,2023-02-01,2,12439,24878,24878,Enugu,Female,2021-01-06,Product_48,Toys,Supplier C,12439
1379,4,460,2021-09-12,3,10677,32031,32031,Enugu,Male,2021-01-25,Product_4,Electronics,Supplier C,10677
1380,94,258,2022-11-07,3,32696,98088,98088,Ibadan,Male,2021-10-01,Product_94,Electronics,Supplier C,32696
1381,70,127,2021-04-02,1,7040,7040,7040,Enugu,Male,2020-09-15,Product_70,Home,Supplier A,7040
1382,19,485,2023-12-29,1,44986,44986,44986,Lagos,Male,2020-02-08,Product_19,Electronics,Supplier C,44986
1383,32,391,2021-02-06,2,7559,15118,15118,Lagos,Male,2022-03-31,Product_32,Toys,Supplier A,7559
1384,9,282,2021-05-20,4,35332,141328,141328,Port Harcourt,Male,2020-11-22,Product_9,Electronics,Supplier A,35332
1385,12,474,2023-05-17,1,13487,13487,13487,Lagos,Male,2021-09-06,Product_12,Fashion,Supplier B,13487
1386,11,88,2022-11-11,3,7509,22527,22527,Enugu,Male,2020-12-15,Product_11,Electronics,Supplier D,7509
1387,46,204,2021-05-17,4,25360,101440,101440,Enugu,Female,2021-09-18,Product_46,Toys,Supplier C,25360
1388,16,16,2021-07-09,1,5945,5945,5945,Ibadan,Male,2020-08-20,Product_16,Groceries,Supplier A,5945
1389,1,151,2021-12-08,4,27088,108352,108352,Port Harcourt,Male,2020-01-05,Product_1,Books,Supplier A,27088
1390,63,424,2023-10-26,3,45069,135207,135207,Enugu,Female,2021-12-13,Product_63,Home,Supplier A,45069
1391,21,254,2023-08-30,4,22236,88944,88944,Kano,Male,2021-01-20,Product_21,Groceries,Supplier D,22236
1392,30,188,2022-10-24,1,17161,17161,17161,Lagos,Female,2020-10-15,Product_30,Electronics,Supplier B,17161
1393,13,329,2021-08-31,1,37811,37811,37811,Enugu,Female,2022-06-28,Product_13,Toys,Supplier A,37811
1394,34,32,2022-02-19,3,46039,138117,138117,Abuja,Female,2022-11-15,Product_34,Electronics,Supplier D,46039
1395,4,271,2022-12-08,2,10677,21354,21354,Kano,Male,2021-10-27,Product_4,Electronics,Supplier C,10677
1396,28,485,2021-12-09,2,27160,54320,54320,Lagos,Male,2020-02-08,Product_28,Groceries,Supplier D,27160
1397,95,397,2022-11-13,4,6126,24504,24504,Kano,Male,2021-09-25,Product_95,Electronics,Supplier C,6126
1398,59,5,2022-10-15,1,28070,28070,28070,Port Harcourt,Male,2020-04-02,Product_59,Home,Supplier C,28070
1399,27,459,2021-05-26,1,26321,26321,26321,Port Harcourt,Female,2020-09-06,Product_27,Toys,Supplier A,26321
1400,69,330,2021-11-19,3,24150,72450,72450,Enugu,Male,2022-01-04,Product_69,Fashion,Supplier C,24150
1401,25,308,2021-05-02,3,33839,101517,101517,Abuja,Female,2020-06-10,Product_25,Books,Supplier D,33839
1402,3,333,2021-11-07,1,33562,33562,33562,Port Harcourt,Female,2020-01-07,Product_3,Toys,Supplier C,33562
1403,97,169,2022-08-24,3,13357,40071,40071,Ibadan,Male,2020-05-24,Product_97,Toys,Supplier D,13357
1404,68,181,2022-04-20,2,14788,29576,29576,Lagos,Female,2022-07-11,Product_68,Electronics,Supplier A,14788
1405,25,366,2022-07-24,2,33839,67678,67678,Port Harcourt,Male,2020-08-24,Product_25,Books,Supplier D,33839
1406,20,178,2022-07-29,4,29757,119028,119028,Lagos,Male,2021-07-07,Product_20,Home,Supplier B,29757
1407,34,143,2021-12-13,3,46039,138117,138117,Ibadan,Male,2021-01-10,Product_34,Electronics,Supplier D,46039
1408,26,362,2023-03-31,4,35650,142600,142600,Port Harcourt,Male,2021-12-21,Product_26,Fashion,Supplier C,35650
1409,5,248,2022-01-17,3,22227,66681,66681,Port Harcourt,Female,2020-04-26,Product_5,Groceries,Supplier D,22227
1410,99,127,2021-03-13,3,20482,61446,61446,Enugu,Male,2020-09-15,Product_99,Fashion,Supplier B,20482
1411,61,263,2022-06-05,2,29741,59482,59482,Lagos,Male,2021-10-25,Product_61,Toys,Supplier D,29741
1412,92,40,2023-07-22,1,49401,49401,49401,Ibadan,Male,2021-12-26,Product_92,Groceries,Supplier A,49401
1413,93,412,2021-12-05,3,34950,104850,104850,Ibadan,Female,2021-09-14,Product_93,Groceries,Supplier B,34950
1414,9,416,2022-10-26,3,35332,105996,105996,Kano,Male,2020-03-09,Product_9,Electronics,Supplier A,35332
1415,50,355,2021-02-09,3,22230,66690,66690,Port Harcourt,Male,2022-05-03,Product_50,Fashion,Supplier D,22230
1416,6,255,2022-07-28,1,30720,30720,30720,Abuja,Female,2021-04-19,Product_6,Toys,Supplier A,30720
1417,83,143,2023-08-24,4,22542,90168,90168,Ibadan,Male,2021-01-10,Product_83,Fashion,Supplier B,22542
1418,60,240,2022-08-04,4,27582,110328,110328,Enugu,Male,2022-10-21,Product_60,Groceries,Supplier D,27582
1419,44,228,2021-06-19,3,24321,72963,72963,Port Harcourt,Male,2022-06-06,Product_44,Books,Supplier B,24321
1420,11,341,2022-12-02,3,7509,22527,22527,Lagos,Female,2021-05-28,Product_11,Electronics,Supplier D,7509
1421,66,198,2022-05-26,4,13525,54100,54100,Ibadan,Female,2020-01-15,Product_66,Fashion,Supplier D,13525
1422,47,65,2022-08-07,4,21695,86780,86780,Lagos,Male,2021-06-20,Product_47,Home,Supplier B,21695
1423,73,388,2023-09-11,2,3842,7684,7684,Abuja,Female,2020-06-16,Product_73,Groceries,Supplier B,3842
1424,85,11,2022-04-04,3,48351,145053,145053,Ibadan,Female,2021-08-26,Product_85,Fashion,Supplier C,48351
1425,88,108,2022-06-13,4,34256,137024,137024,Kano,Female,2020-07-12,Product_88,Electronics,Supplier B,34256
1426,98,26,2021-12-07,2,45423,90846,90846,Port Harcourt,Female,2022-12-15,Product_98,Groceries,Supplier B,45423
1427,86,445,2021-02-26,1,28587,28587,28587,Ibadan,Female,2020-08-03,Product_86,Fashion,Supplier C,28587
1428,3,421,2021-08-06,3,33562,100686,100686,Enugu,Female,2020-07-19,Product_3,Toys,Supplier C,33562
1429,76,151,2022-09-11,4,10896,43584,43584,Port Harcourt,Male,2020-01-05,Product_76,Electronics,Supplier C,10896
1430,92,221,2023-03-27,3,49401,148203,148203,Enugu,Male,2022-09-11,Product_92,Groceries,Supplier A,49401
1431,30,341,2023-01-01,2,17161,34322,34322,Lagos,Female,2021-05-28,Product_30,Electronics,Supplier B,17161
1432,90,496,2022-04-09,4,16835,67340,67340,Ibadan,Male,2021-02-17,Product_90,Home,Supplier D,16835
1433,21,237,2021-09-04,1,22236,22236,22236,Port Harcourt,Male,2021-02-23,Product_21,Groceries,Supplier D,22236
1434,28,237,2022-12-31,1,27160,27160,27160,Port Harcourt,Male,2021-02-23,Product_28,Groceries,Supplier D,27160
1435,90,497,2022-01-08,2,16835,33670,33670,Abuja,Female,2020-09-07,Product_90,Home,Supplier D,16835
1436,62,219,2022-02-21,1,31178,31178,31178,Abuja,Female,2020-05-20,Product_62,Fashion,Supplier D,31178
1437,33,487,2023-11-21,1,18771,18771,18771,Enugu,Female,2022-09-08,Product_33,Electronics,Supplier D,18771
1438,85,424,2022-01-03,1,48351,48351,48351,Enugu,Female,2021-12-13,Product_85,Fashion,Supplier C,48351
1439,35,461,2022-07-13,1,7991,7991,7991,Lagos,Female,2020-11-30,Product_35,Electronics,Supplier A,7991
1440,52,151,2021-04-18,1,35696,35696,35696,Port Harcourt,Male,2020-01-05,Product_52,Books,Supplier D,35696
1441,34,123,2022-08-07,1,46039,46039,46039,Enugu,Female,2021-10-15,Product_34,Electronics,Supplier D,46039
1442,41,144,2023-04-19,1,11883,11883,11883,Port Harcourt,Female,2021-08-10,Product_41,Groceries,Supplier D,11883
1443,51,478,2022-02-22,4,21927,87708,87708,Port Harcourt,Male,2020-05-10,Product_51,Electronics,Supplier B,21927
1444,47,189,2023-04-01,1,21695,21695,21695,Kano,Female,2020-07-14,Product_47,Home,Supplier B,21695
1445,82,255,2022-11-14,4,12222,48888,48888,Abuja,Female,2021-04-19,Product_82,Home,Supplier A,12222
1446,58,68,2021-09-13,3,47682,143046,143046,Ibadan,Male,2020-03-07,Product_58,Groceries,Supplier D,47682
1447,75,104,2023-02-19,2,36112,72224,72224,Lagos,Female,2022-05-30,Product_75,Electronics,Supplier C,36112
1448,57,336,2023-04-18,1,32098,32098,32098,Kano,Male,2020-05-30,Product_57,Toys,Supplier B,32098
1449,23,159,2023-07-04,2,13781,27562,27562,Enugu,Male,2021-02-05,Product_23,Toys,Supplier C,13781
1450,48,309,2021-08-23,1,12439,12439,12439,Abuja,Female,2020-03-27,Product_48,Toys,Supplier C,12439
1451,22,362,2022-07-07,4,42707,170828,170828,Port Harcourt,Male,2021-12-21,Product_22,Toys,Supplier D,42707
1452,17,409,2021-06-30,1,11206,11206,11206,Enugu,Female,2022-01-13,Product_17,Electronics,Supplier A,11206
1453,69,300,2021-06-06,3,24150,72450,72450,Kano,Male,2022-09-14,Product_69,Fashion,Supplier C,24150
1454,11,396,2022-07-25,2,7509,15018,15018,Abuja,Male,2021-12-02,Product_11,Electronics,Supplier D,7509
1455,94,90,2023-05-07,2,32696,65392,65392,Port Harcourt,Female,2022-01-28,Product_94,Electronics,Supplier C,32696
1456,15,357,2023-11-14,3,1507,4521,4521,Port Harcourt,Male,2021-12-14,Product_15,Books,Supplier D,1507
1457,91,256,2023-08-06,4,29102,116408,116408,Kano,Female,2021-02-21,Product_91,Toys,Supplier C,29102
1458,35,496,2022-08-15,4,7991,31964,31964,Ibadan,Male,2021-02-17,Product_35,Electronics,Supplier A,7991
1459,33,353,2021-05-14,3,18771,56313,56313,Ibadan,Female,2022-12-12,Product_33,Electronics,Supplier D,18771
1460,84,220,2022-02-25,2,44913,89826,89826,Ibadan,Male,2022-08-15,Product_84,Home,Supplier A,44913
1461,16,9,2021-08-01,1,5945,5945,5945,Kano,Male,2022-12-10,Product_16,Groceries,Supplier A,5945
1462,34,12,2023-06-19,4,46039,184156,184156,Kano,Female,2021-11-12,Product_34,Electronics,Supplier D,46039
1463,66,325,2022-04-27,1,13525,13525,13525,Kano,Female,2021-03-27,Product_66,Fashion,Supplier D,13525
1464,99,438,2021-12-14,2,20482,40964,40964,Port Harcourt,Male,2020-10-01,Product_99,Fashion,Supplier B,20482
1465,40,244,2021-06-15,1,21453,21453,21453,Lagos,Female,2021-10-22,Product_40,Groceries,Supplier B,21453
1466,28,182,2023-07-26,3,27160,81480,81480,Lagos,Male,2021-02-23,Product_28,Groceries,Supplier D,27160
1467,47,284,2021-12-14,4,21695,86780,86780,Kano,Female,2020-08-02,Product_47,Home,Supplier B,21695
1468,39,312,2023-04-29,4,9577,38308,38308,Port Harcourt,Male,2022-04-12,Product_39,Fashion,Supplier A,9577
1469,70,99,2022-02-02,3,7040,21120,21120,Lagos,Female,2021-04-12,Product_70,Home,Supplier A,7040
1470,73,197,2022-08-06,3,3842,11526,11526,Abuja,Male,2022-08-05,Product_73,Groceries,Supplier B,3842
1471,20,482,2022-12-27,4,29757,119028,119028,Kano,Female,2020-07-01,Product_20,Home,Supplier B,29757
1472,1,366,2021-11-04,4,27088,108352,108352,Port Harcourt,Male,2020-08-24,Product_1,Books,Supplier A,27088
1473,72,226,2023-09-18,4,16922,67688,67688,Enugu,Female,2020-12-21,Product_72,Groceries,Supplier A,16922
1474,87,333,2023-03-09,2,32847,65694,65694,Port Harcourt,Female,2020-01-07,Product_87,Toys,Supplier C,32847
1475,63,103,2022-12-20,2,45069,90138,90138,Lagos,Male,2020-04-27,Product_63,Home,Supplier A,45069
1476,67,106,2022-04-11,2,36624,73248,73248,Ibadan,Male,2022-08-04,Product_67,Electronics,Supplier A,36624
1477,4,365,2021-04-09,1,10677,10677,10677,Enugu,Male,2021-07-05,Product_4,Electronics,Supplier C,10677
1478,58,368,2021-06-07,2,47682,95364,95364,Ibadan,Male,2020-01-04,Product_58,Groceries,Supplier D,47682
1479,25,58,2022-09-02,4,33839,135356,135356,Ibadan,Female,2021-04-29,Product_25,Books,Supplier D,33839
1480,47,78,2022-07-08,2,21695,43390,43390,Abuja,Female,2021-02-28,Product_47,Home,Supplier B,21695
1481,38,75,2022-10-13,4,8573,34292,34292,Enugu,Male,2021-09-14,Product_38,Home,Supplier A,8573
1482,15,42,2023-07-09,3,1507,4521,4521,Kano,Male,2021-04-18,Product_15,Books,Supplier D,1507
1483,63,422,2021-08-15,1,45069,45069,45069,Abuja,Female,2020-06-02,Product_63,Home,Supplier A,45069
1484,21,324,2022-02-27,1,22236,22236,22236,Ibadan,Male,2021-05-05,Product_21,Groceries,Supplier D,22236
1485,99,181,2021-08-31,3,20482,61446,61446,Lagos,Female,2022-07-11,Product_99,Fashion,Supplier B,20482
1486,57,33,2022-06-14,4,32098,128392,128392,Ibadan,Male,2022-03-14,Product_57,Toys,Supplier B,32098
1487,53,71,2023-12-05,1,27583,27583,27583,Enugu,Female,2020-04-20,Product_53,Books,Supplier C,27583
1488,46,56,2022-01-06,2,25360,50720,50720,Port Harcourt,Female,2022-01-08,Product_46,Toys,Supplier C,25360
1489,14,105,2022-10-14,4,32075,128300,128300,Lagos,Female,2021-05-18,Product_14,Electronics,Supplier C,32075
1490,100,200,2022-11-20,1,11925,11925,11925,Enugu,Female,2020-11-19,Product_100,Home,Supplier A,11925
1491,76,101,2023-01-04,3,10896,32688,32688,Port Harcourt,Female,2020-01-04,Product_76,Electronics,Supplier C,10896
1492,17,256,2021-04-02,4,11206,44824,44824,Kano,Female,2021-02-21,Product_17,Electronics,Supplier A,11206
1493,39,307,2023-11-12,1,9577,9577,9577,Enugu,Female,2022-02-16,Product_39,Fashion,Supplier A,9577
1494,9,74,2021-06-21,3,35332,105996,105996,Ibadan,Male,2020-02-03,Product_9,Electronics,Supplier A,35332
1495,99,171,2021-06-28,4,20482,81928,81928,Ibadan,Male,2021-05-17,Product_99,Fashion,Supplier B,20482
1496,77,377,2021-08-26,2,17982,35964,35964,Abuja,Male,2020-02-11,Product_77,Home,Supplier B,17982
1497,79,143,2023-05-27,4,47266,189064,189064,Ibadan,Male,2021-01-10,Product_79,Fashion,Supplier C,47266
1498,82,166,2023-06-21,2,12222,24444,24444,Port Harcourt,Female,2020-05-22,Product_82,Home,Supplier A,12222
1499,97,399,2021-10-07,4,13357,53428,53428,Lagos,Male,2022-10-16,Product_97,Toys,Supplier D,13357
1500,6,261,2023-11-09,3,30720,92160,92160,Lagos,Male,2022-05-25,Product_6,Toys,Supplier A,30720
1501,91,221,2023-01-10,2,29102,58204,58204,Enugu,Male,2022-09-11,Product_91,Toys,Supplier C,29102
1502,23,83,2022-01-06,2,13781,27562,27562,Ibadan,Male,2021-10-23,Product_23,Toys,Supplier C,13781
1503,59,182,2023-05-20,4,28070,112280,112280,Lagos,Male,2021-02-23,Product_59,Home,Supplier C,28070
1504,91,307,2023-10-16,1,29102,29102,29102,Enugu,Female,2022-02-16,Product_91,Toys,Supplier C,29102
1505,98,10,2021-08-09,2,45423,90846,90846,Port Harcourt,Female,2022-10-25,Product_98,Groceries,Supplier B,45423
1506,46,396,2023-07-09,4,25360,101440,101440,Abuja,Male,2021-12-02,Product_46,Toys,Supplier C,25360
1507,38,4,2021-10-31,3,8573,25719,25719,Port Harcourt,Male,2021-10-28,Product_38,Home,Supplier A,8573
1508,14,351,2022-03-14,4,32075,128300,128300,Lagos,Male,2022-07-22,Product_14,Electronics,Supplier C,32075
1509,100,402,2022-01-10,4,11925,47700,47700,Abuja,Male,2022-03-04,Product_100,Home,Supplier A,11925
1510,72,336,2022-01-16,2,16922,33844,33844,Kano,Male,2020-05-30,Product_72,Groceries,Supplier A,16922
1511,62,488,2023-09-13,1,31178,31178,31178,Ibadan,Male,2022-07-09,Product_62,Fashion,Supplier D,31178
1512,35,292,2021-01-14,3,7991,23973,23973,Lagos,Female,2020-10-12,Product_35,Electronics,Supplier A,7991
1513,19,281,2023-01-13,2,44986,89972,89972,Ibadan,Male,2021-07-14,Product_19,Electronics,Supplier C,44986
1514,30,215,2022-10-31,2,17161,34322,34322,Lagos,Male,2020-10-28,Product_30,Electronics,Supplier B,17161
1515,78,460,2022-05-15,2,23911,47822,47822,Enugu,Male,2021-01-25,Product_78,Books,Supplier D,23911
1516,84,98,2022-07-19,3,44913,134739,134739,Port Harcourt,Male,2020-01-06,Product_84,Home,Supplier A,44913
1517,25,420,2022-06-14,1,33839,33839,33839,Port Harcourt,Male,2021-04-26,Product_25,Books,Supplier D,33839
1518,40,101,2022-05-07,3,21453,64359,64359,Port Harcourt,Female,2020-01-04,Product_40,Groceries,Supplier B,21453
1519,88,451,2023-01-25,3,34256,102768,102768,Kano,Male,2021-04-10,Product_88,Electronics,Supplier B,34256
1520,14,9,2021-10-27,1,32075,32075,32075,Kano,Male,2022-12-10,Product_14,Electronics,Supplier C,32075
1521,26,61,2023-03-26,3,35650,106950,106950,Ibadan,Male,2022-11-28,Product_26,Fashion,Supplier C,35650
1522,87,309,2022-07-01,4,32847,131388,131388,Abuja,Female,2020-03-27,Product_87,Toys,Supplier C,32847
1523,22,146,2022-12-28,3,42707,128121,128121,Lagos,Female,2022-07-06,Product_22,Toys,Supplier D,42707
1524,48,427,2023-01-01,2,12439,24878,24878,Abuja,Male,2020-03-01,Product_48,Toys,Supplier C,12439
1525,83,419,2023-04-08,3,22542,67626,67626,Enugu,Female,2020-12-30,Product_83,Fashion,Supplier B,22542
1526,51,63,2022-08-25,2,21927,43854,43854,Kano,Male,2020-05-05,Product_51,Electronics,Supplier B,21927
1527,3,121,2023-10-29,3,33562,100686,100686,Abuja,Female,2020-01-01,Product_3,Toys,Supplier C,33562
1528,42,226,2023-02-07,2,49646,99292,99292,Enugu,Female,2020-12-21,Product_42,Groceries,Supplier A,49646
1529,19,105,2023-05-25,2,44986,89972,89972,Lagos,Female,2021-05-18,Product_19,Electronics,Supplier C,44986
1530,73,462,2023-07-26,2,3842,7684,7684,Ibadan,Female,2021-09-20,Product_73,Groceries,Supplier B,3842
1531,28,260,2021-05-11,1,27160,27160,27160,Lagos,Male,2022-08-12,Product_28,Groceries,Supplier D,27160
1532,84,349,2022-08-31,3,44913,134739,134739,Kano,Male,2020-09-17,Product_84,Home,Supplier A,44913
1533,45,425,2021-01-26,3,38067,114201,114201,Lagos,Female,2020-10-22,Product_45,Toys,Supplier A,38067
1534,71,255,2022-09-27,4,32732,130928,130928,Abuja,Female,2021-04-19,Product_71,Toys,Supplier A,32732
1535,78,429,2022-04-29,4,23911,95644,95644,Enugu,Female,2020-02-11,Product_78,Books,Supplier D,23911
1536,63,434,2022-11-11,4,45069,180276,180276,Port Harcourt,Male,2020-06-20,Product_63,Home,Supplier A,45069
1537,73,207,2023-12-11,3,3842,11526,11526,Ibadan,Male,2020-03-09,Product_73,Groceries,Supplier B,3842
1538,19,28,2021-01-05,1,44986,44986,44986,Lagos,Female,2020-04-16,Product_19,Electronics,Supplier C,44986
1539,47,170,2022-08-12,2,21695,43390,43390,Ibadan,Male,2022-10-03,Product_47,Home,Supplier B,21695
1540,14,336,2021-07-27,3,32075,96225,96225,Kano,Male,2020-05-30,Product_14,Electronics,Supplier C,32075
1541,38,76,2021-09-14,1,8573,8573,8573,Port Harcourt,Male,2022-01-17,Product_38,Home,Supplier A,8573
1542,53,116,2021-01-11,1,27583,27583,27583,Abuja,Male,2020-08-12,Product_53,Books,Supplier C,27583
1543,61,69,2023-08-07,3,29741,89223,89223,Abuja,Female,2020-08-20,Product_61,Toys,Supplier D,29741
1544,36,354,2021-01-08,2,47795,95590,95590,Enugu,Male,2022-07-28,Product_36,Books,Supplier D,47795
1545,40,234,2023-07-25,1,21453,21453,21453,Kano,Female,2022-11-18,Product_40,Groceries,Supplier B,21453
1546,81,1,2021-02-01,3,3593,10779,10779,Ibadan,Male,2020-12-25,Product_81,Groceries,Supplier C,3593
1547,30,167,2022-06-24,2,17161,34322,34322,Enugu,Male,2022-09-19,Product_30,Electronics,Supplier B,17161
1548,9,352,2023-10-02,4,35332,141328,141328,Ibadan,Female,2022-06-23,Product_9,Electronics,Supplier A,35332
1549,64,218,2022-01-22,1,12245,12245,12245,Abuja,Female,2020-08-05,Product_64,Fashion,Supplier C,12245
1550,33,273,2022-10-02,1,18771,18771,18771,Abuja,Female,2022-12-08,Product_33,Electronics,Supplier D,18771
1551,52,368,2021-07-26,3,35696,107088,107088,Ibadan,Male,2020-01-04,Product_52,Books,Supplier D,35696
1552,89,251,2022-07-11,3,39714,119142,119142,Ibadan,Female,2020-08-31,Product_89,Home,Supplier B,39714
1553,14,347,2021-12-14,2,32075,64150,64150,Kano,Male,2021-04-15,Product_14,Electronics,Supplier C,32075
1554,75,344,2023-03-04,4,36112,144448,144448,Port Harcourt,Male,2022-01-15,Product_75,Electronics,Supplier C,36112
1555,53,419,2021-08-22,4,27583,110332,110332,Enugu,Female,2020-12-30,Product_53,Books,Supplier C,27583
1556,99,174,2023-12-04,3,20482,61446,61446,Enugu,Male,2022-11-28,Product_99,Fashion,Supplier B,20482
1557,59,170,2023-10-03,3,28070,84210,84210,Ibadan,Male,2022-10-03,Product_59,Home,Supplier C,28070
1558,78,246,2023-01-07,2,23911,47822,47822,Kano,Male,2020-07-20,Product_78,Books,Supplier D,23911
1559,94,423,2023-07-31,3,32696,98088,98088,Abuja,Male,2020-03-13,Product_94,Electronics,Supplier C,32696
1560,41,90,2021-06-25,2,11883,23766,23766,Port Harcourt,Female,2022-01-28,Product_41,Groceries,Supplier D,11883
1561,68,49,2022-03-25,2,14788,29576,29576,Lagos,Male,2022-06-01,Product_68,Electronics,Supplier A,14788
1562,68,446,2022-08-15,4,14788,59152,59152,Port Harcourt,Female,2020-12-04,Product_68,Electronics,Supplier A,14788
1563,92,294,2021-03-23,2,49401,98802,98802,Kano,Female,2020-01-18,Product_92,Groceries,Supplier A,49401
1564,8,407,2021-05-15,4,1636,6544,6544,Lagos,Female,2020-07-05,Product_8,Books,Supplier C,1636
1565,2,150,2023-05-06,4,26623,106492,106492,Enugu,Female,2021-12-25,Product_2,Groceries,Supplier D,26623
1566,86,132,2022-03-16,4,28587,114348,114348,Port Harcourt,Male,2020-06-20,Product_86,Fashion,Supplier C,28587
1567,41,433,2023-12-16,3,11883,35649,35649,Lagos,Male,2020-04-17,Product_41,Groceries,Supplier D,11883
1568,55,59,2022-11-28,4,44564,178256,178256,Ibadan,Female,2020-01-28,Product_55,Books,Supplier A,44564
1569,16,457,2022-02-23,2,5945,11890,11890,Port Harcourt,Female,2021-02-04,Product_16,Groceries,Supplier A,5945
1570,93,324,2021-03-29,3,34950,104850,104850,Ibadan,Male,2021-05-05,Product_93,Groceries,Supplier B,34950
1571,62,199,2022-10-18,2,31178,62356,62356,Kano,Male,2020-02-16,Product_62,Fashion,Supplier D,31178
1572,48,215,2023-10-29,3,12439,37317,37317,Lagos,Male,2020-10-28,Product_48,Toys,Supplier C,12439
1573,30,386,2021-08-03,2,17161,34322,34322,Abuja,Male,2021-10-07,Product_30,Electronics,Supplier B,17161
1574,12,49,2022-07-06,1,13487,13487,13487,Lagos,Male,2022-06-01,Product_12,Fashion,Supplier B,13487
1575,35,472,2022-05-18,1,7991,7991,7991,Port Harcourt,Male,2022-09-21,Product_35,Electronics,Supplier A,7991
1576,11,232,2022-11-30,1,7509,7509,7509,Ibadan,Female,2022-10-10,Product_11,Electronics,Supplier D,7509
1577,64,247,2021-09-02,2,12245,24490,24490,Enugu,Male,2020-11-08,Product_64,Fashion,Supplier C,12245
1578,50,382,2021-11-05,3,22230,66690,66690,Abuja,Male,2022-09-24,Product_50,Fashion,Supplier D,22230
1579,85,479,2021-08-19,4,48351,193404,193404,Kano,Female,2022-03-15,Product_85,Fashion,Supplier C,48351
1580,21,239,2021-06-04,4,22236,88944,88944,Abuja,Male,2022-04-04,Product_21,Groceries,Supplier D,22236
1581,69,415,2023-04-28,2,24150,48300,48300,Enugu,Female,2021-02-09,Product_69,Fashion,Supplier C,24150
1582,48,367,2021-04-25,2,12439,24878,24878,Kano,Female,2021-05-08,Product_48,Toys,Supplier C,12439
1583,20,168,2021-11-07,2,29757,59514,59514,Ibadan,Female,2021-10-26,Product_20,Home,Supplier B,29757
1584,67,48,2023-09-20,2,36624,73248,73248,Ibadan,Male,2021-11-29,Product_67,Electronics,Supplier A,36624
1585,44,51,2021-10-27,4,24321,97284,97284,Enugu,Female,2022-10-23,Product_44,Books,Supplier B,24321
