sale_id,product_id,customer_id,timestamp,quantity,price,revenue
1272,43,244,2022-06-13,3,2853,8559
1273,41,352,2021-05-02,2,11883,23766
1274,39,460,2023-06-11,3,9577,28731
1275,86,304,2021-01-10,3,28587,85761
1276,49,298,2023-04-18,3,25838,77514
1277,17,283,2023-01-23,1,11206,11206
1278,98,74,2023-06-05,1,45423,45423
1279,70,110,2022-04-09,4,7040,28160
1280,70,180,2022-12-13,1,7040,7040
1281,98,426,2022-12-29,3,45423,136269
1282,65,32,2022-12-18,3,26529,79587
1283,74,234,2021-03-21,1,42346,42346
1284,85,282,2022-04-25,1,48351,48351
1285,5,25,2023-06-21,3,22227,66681
1286,2,331,2023-06-10,3,26623,79869
1287,22,279,2021-01-18,2,42707,85414
1288,57,226,2021-07-21,4,32098,128392
1289,66,57,2023-01-11,1,13525,13525
1290,74,180,2021-11-15,4,42346,169384
1291,98,232,2021-08-05,3,45423,136269
1292,16,382,2023-11-24,4,5945,23780
1293,51,343,2021-09-23,1,21927,21927
1294,39,477,2022-12-25,1,9577,9577
1295,86,287,2023-02-14,4,28587,114348
1296,76,64,2022-02-17,1,10896,10896
1297,88,455,2023-11-02,2,34256,68512
1298,40,232,2022-02-05,3,21453,64359
1299,38,289,2022-12-25,3,8573,25719
1300,60,213,2021-10-09,1,27582,27582
1301,59,258,2022-12-24,3,28070,84210
1302,10,18,2023-01-21,2,32466,64932
1303,99,175,2021-09-25,1,20482,20482
1304,64,417,2021-10-25,2,12245,24490
1305,63,229,2022-07-24,2,45069,90138
1306,49,226,2022-05-24,3,25838,77514
1307,64,84,2022-06-30,3,12245,36735
1308,32,291,2023-02-14,4,7559,30236
1309,7,435,2021-12-31,2,10382,20764
1310,21,370,2022-07-01,3,22236,66708
1311,20,246,2021-09-28,2,29757,59514
1312,26,402,2023-01-09,4,35650,142600
1313,68,110,2022-06-21,2,14788,29576
1314,86,254,2021-02-28,1,28587,28587
1315,15,88,2021-03-27,4,1507,6028
1316,85,72,2023-02-02,4,48351,193404
1317,79,381,2022-01-25,2,47266,94532
1318,86,30,2022-12-20,2,28587,57174
1319,92,172,2023-05-06,3,49401,148203
1320,14,309,2021-05-29,1,32075,32075
1321,27,394,2022-08-06,4,26321,105284
1322,40,343,2021-05-01,4,21453,85812
1323,58,436,2023-02-04,4,47682,190728
1324,28,177,2022-08-28,3,27160,81480
1325,26,139,2021-09-13,1,35650,35650
1326,63,194,2023-02-05,4,45069,180276
1327,66,186,2023-05-14,4,13525,54100
1328,25,218,2023-03-11,3,33839,101517
1329,3,164,2021-02-28,2,33562,67124
1330,72,161,2023-10-19,4,16922,67688
1331,44,431,2023-12-29,1,24321,24321
1332,97,13,2022-01-23,1,13357,13357
1333,42,296,2023-02-25,1,49646,49646
1334,99,89,2022-08-16,1,20482,20482
1335,6,324,2023-06-28,3,30720,92160
1336,39,42,2022-07-20,4,9577,38308
1337,52,403,2022-02-03,3,35696,107088
1338,23,210,2023-06-18,1,13781,13781
1339,89,229,2021-10-20,1,39714,39714
1340,50,350,2022-04-30,1,22230,22230
1341,43,275,2023-03-14,3,2853,8559
1342,19,442,2023-06-09,1,44986,44986
1343,69,279,2021-09-01,4,24150,96600
1344,51,251,2023-08-18,1,21927,21927
1345,11,310,2023-03-27,4,7509,30036
1346,12,208,2021-09-30,4,13487,53948
1347,74,321,2022-06-04,1,42346,42346
1348,8,140,2022-07-22,3,1636,4908
1349,24,280,2022-09-30,2,1935,3870
1350,92,34,2021-06-08,2,49401,98802
1351,41,309,2022-10-14,4,11883,47532
1352,36,392,2021-06-25,3,47795,143385
1353,85,18,2022-09-12,2,48351,96702
1354,72,57,2021-07-30,1,16922,16922
1355,55,112,2022-03-23,1,44564,44564
1356,9,5,2022-08-09,4,35332,141328
1357,47,410,2021-06-16,3,21695,65085
1358,15,414,2022-04-05,3,1507,4521
1359,48,182,2023-07-05,2,12439,24878
1360,82,13,2023-11-19,2,12222,24444
1361,42,339,2022-12-15,1,49646,49646
1362,60,285,2023-04-21,4,27582,110328
1363,84,259,2023-05-18,3,44913,134739
1364,70,90,2022-11-19,2,7040,14080
1365,12,104,2021-11-26,2,13487,26974
1366,2,379,2021-04-05,4,26623,106492
1367,7,186,2023-02-24,4,10382,41528
1368,80,250,2022-10-11,1,13761,13761
1369,3,255,2021-12-19,4,33562,134248
1370,3,76,2023-07-19,1,33562,33562
1371,27,386,2023-07-30,1,26321,26321
1372,40,459,2023-09-11,4,21453,85812
1373,33,108,2023-11-09,4,18771,75084
1374,92,156,2022-10-08,4,49401,197604
1375,1,82,2022-09-18,4,27088,108352
1376,8,77,2021-05-19,4,1636,6544
1377,32,485,2022-12-17,1,7559,7559
1378,48,470,2023-02-01,2,12439,24878
1379,4,460,2021-09-12,3,10677,32031
1380,94,258,2022-11-07,3,32696,98088
1381,70,127,2021-04-02,1,7040,7040
1382,19,485,2023-12-29,1,44986,44986
1383,32,391,2021-02-06,2,7559,15118
1384,9,282,2021-05-20,4,35332,141328
1385,12,474,2023-05-17,1,13487,13487
1386,11,88,2022-11-11,3,7509,22527
1387,46,204,2021-05-17,4,25360,101440
1388,16,16,2021-07-09,1,5945,5945
1389,1,151,2021-12-08,4,27088,108352
1390,63,424,2023-10-26,3,45069,135207
1391,21,254,2023-08-30,4,22236,88944
1392,30,188,2022-10-24,1,17161,17161
1393,13,329,2021-08-31,1,37811,37811
1394,34,32,2022-02-19,3,46039,138117
1395,4,271,2022-12-08,2,10677,21354
1396,28,485,2021-12-09,2,27160,54320
1397,95,397,2022-11-13,4,6126,24504
1398,59,5,2022-10-15,1,28070,28070
1399,27,459,2021-05-26,1,26321,26321
1400,69,330,2021-11-19,3,24150,72450
1401,25,308,2021-05-02,3,33839,101517
1402,3,333,2021-11-07,1,33562,33562
1403,97,169,2022-08-24,3,13357,40071
1404,68,181,2022-04-20,2,14788,29576
1405,25,366,2022-07-24,2,33839,67678
1406,20,178,2022-07-29,4,29757,119028
1407,34,143,2021-12-13,3,46039,138117
1408,26,362,2023-03-31,4,35650,142600
1409,5,248,2022-01-17,3,22227,66681
1410,99,127,2021-03-13,3,20482,61446
1411,61,263,2022-06-05,2,29741,59482
1412,92,40,2023-07-22,1,49401,49401
1413,93,412,2021-12-05,3,34950,104850
1414,9,416,2022-10-26,3,35332,105996
1415,50,355,2021-02-09,3,22230,66690
1416,6,255,2022-07-28,1,30720,30720
1417,83,143,2023-08-24,4,22542,90168
1418,60,240,2022-08-04,4,27582,110328
1419,44,228,2021-06-19,3,24321,72963
1420,11,341,2022-12-02,3,7509,22527
1421,66,198,2022-05-26,4,13525,54100
1422,47,65,2022-08-07,4,21695,86780
1423,73,388,2023-09-11,2,3842,7684
1424,85,11,2022-04-04,3,48351,145053
1425,88,108,2022-06-13,4,34256,137024
1426,98,26,2021-12-07,2,45423,90846
1427,86,445,2021-02-26,1,28587,28587
1428,3,421,2021-08-06,3,33562,100686
1429,76,151,2022-09-11,4,10896,43584
1430,92,221,2023-03-27,3,49401,148203
1431,30,341,2023-01-01,2,17161,34322
1432,90,496,2022-04-09,4,16835,67340
1433,21,237,2021-09-04,1,22236,22236
1434,28,237,2022-12-31,1,27160,27160
1435,90,497,2022-01-08,2,16835,33670
1436,62,219,2022-02-21,1,31178,31178
1437,33,487,2023-11-21,1,18771,18771
1438,85,424,2022-01-03,1,48351,48351
1439,35,461,2022-07-13,1,7991,7991
1440,52,151,2021-04-18,1,35696,35696
1441,34,123,2022-08-07,1,46039,46039
1442,41,144,2023-04-19,1,11883,11883
1443,51,478,2022-02-22,4,21927,87708
1444,47,189,2023-04-01,1,21695,21695
1445,82,255,2022-11-14,4,12222,48888
1446,58,68,2021-09-13,3,47682,143046
1447,75,104,2023-02-19,2,36112,72224
1448,57,336,2023-04-18,1,32098,32098
1449,23,159,2023-07-04,2,13781,27562
1450,48,309,2021-08-23,1,12439,12439
1451,22,362,2022-07-07,4,42707,170828
1452,17,409,2021-06-30,1,11206,11206
1453,69,300,2021-06-06,3,24150,72450
1454,11,396,2022-07-25,2,7509,15018
1455,94,90,2023-05-07,2,32696,65392
1456,15,357,2023-11-14,3,1507,4521
1457,91,256,2023-08-06,4,29102,116408
1458,35,496,2022-08-15,4,7991,31964
1459,33,353,2021-05-14,3,18771,56313
1460,84,220,2022-02-25,2,44913,89826
1461,16,9,2021-08-01,1,5945,5945
1462,34,12,2023-06-19,4,46039,184156
1463,66,325,2022-04-27,1,13525,13525
1464,99,438,2021-12-14,2,20482,40964
1465,40,244,2021-06-15,1,21453,21453
1466,28,182,2023-07-26,3,27160,81480
1467,47,284,2021-12-14,4,21695,86780
1468,39,312,2023-04-29,4,9577,38308
1469,70,99,2022-02-02,3,7040,21120
1470,73,197,2022-08-06,3,3842,11526
1471,20,482,2022-12-27,4,29757,119028
1472,1,366,2021-11-04,4,27088,108352
1473,72,226,2023-09-18,4,16922,67688
1474,87,333,2023-03-09,2,32847,65694
1475,63,103,2022-12-20,2,45069,90138
1476,67,106,2022-04-11,2,36624,73248
1477,4,365,2021-04-09,1,10677,10677
1478,58,368,2021-06-07,2,47682,95364
1479,25,58,2022-09-02,4,33839,135356
1480,47,78,2022-07-08,2,21695,43390
1481,38,75,2022-10-13,4,8573,34292
1482,15,42,2023-07-09,3,1507,4521
1483,63,422,2021-08-15,1,45069,45069
1484,21,324,2022-02-27,1,22236,22236
1485,99,181,2021-08-31,3,20482,61446
1486,57,33,2022-06-14,4,32098,128392
1487,53,71,2023-12-05,1,27583,27583
1488,46,56,2022-01-06,2,25360,50720
1489,14,105,2022-10-14,4,32075,128300
1490,100,200,2022-11-20,1,11925,11925
1491,76,101,2023-01-04,3,10896,32688
1492,17,256,2021-04-02,4,11206,44824
1493,39,307,2023-11-12,1,9577,9577
1494,9,74,2021-06-21,3,35332,105996
1495,99,171,2021-06-28,4,20482,81928
1496,77,377,2021-08-26,2,17982,35964
1497,79,143,2023-05-27,4,47266,189064
1498,82,166,2023-06-21,2,12222,24444
1499,97,399,2021-10-07,4,13357,53428
1500,6,261,2023-11-09,3,30720,92160
1501,91,221,2023-01-10,2,29102,58204
1502,23,83,2022-01-06,2,13781,27562
1503,59,182,2023-05-20,4,28070,112280
1504,91,307,2023-10-16,1,29102,29102
1505,98,10,2021-08-09,2,45423,90846
1506,46,396,2023-07-09,4,25360,101440
1507,38,4,2021-10-31,3,8573,25719
1508,14,351,2022-03-14,4,32075,128300
1509,100,402,2022-01-10,4,11925,47700
1510,72,336,2022-01-16,2,16922,33844
1511,62,488,2023-09-13,1,31178,31178
1512,35,292,2021-01-14,3,7991,23973
1513,19,281,2023-01-13,2,44986,89972
1514,30,215,2022-10-31,2,17161,34322
1515,78,460,2022-05-15,2,23911,47822
1516,84,98,2022-07-19,3,44913,134739
1517,25,420,2022-06-14,1,33839,33839
1518,40,101,2022-05-07,3,21453,64359
1519,88,451,2023-01-25,3,34256,102768
1520,14,9,2021-10-27,1,32075,32075
1521,26,61,2023-03-26,3,35650,106950
1522,87,309,2022-07-01,4,32847,131388
1523,22,146,2022-12-28,3,42707,128121
1524,48,427,2023-01-01,2,12439,24878
1525,83,419,2023-04-08,3,22542,67626
1526,51,63,2022-08-25,2,21927,43854
1527,3,121,2023-10-29,3,33562,100686
1528,42,226,2023-02-07,2,49646,99292
1529,19,105,2023-05-25,2,44986,89972
1530,73,462,2023-07-26,2,3842,7684
1531,28,260,2021-05-11,1,27160,27160
1532,84,349,2022-08-31,3,44913,134739
1533,45,425,2021-01-26,3,38067,114201
1534,71,255,2022-09-27,4,32732,130928
1535,78,429,2022-04-29,4,23911,95644
1536,63,434,2022-11-11,4,45069,180276
1537,73,207,2023-12-11,3,3842,11526
1538,19,28,2021-01-05,1,44986,44986
1539,47,170,2022-08-12,2,21695,43390
1540,14,336,2021-07-27,3,32075,96225
1541,38,76,2021-09-14,1,8573,8573
1542,53,116,2021-01-11,1,27583,27583
1543,61,69,2023-08-07,3,29741,89223
1544,36,354,2021-01-08,2,47795,95590
1545,40,234,2023-07-25,1,21453,21453
1546,81,1,2021-02-01,3,3593,10779
1547,30,167,2022-06-24,2,17161,34322
1548,9,352,2023-10-02,4,35332,141328
1549,64,218,2022-01-22,1,12245,12245
1550,33,273,2022-10-02,1,18771,18771
1551,52,368,2021-07-26,3,35696,107088
1552,89,251,2022-07-11,3,39714,119142
1553,14,347,2021-12-14,2,32075,64150
1554,75,344,2023-03-04,4,36112,144448
1555,53,419,2021-08-22,4,27583,110332
1556,99,174,2023-12-04,3,20482,61446
1557,59,170,2023-10-03,3,28070,84210
1558,78,246,2023-01-07,2,23911,47822
1559,94,423,2023-07-31,3,32696,98088
1560,41,90,2021-06-25,2,11883,23766
1561,68,49,2022-03-25,2,14788,29576
1562,68,446,2022-08-15,4,14788,59152
1563,92,294,2021-03-23,2,49401,98802
1564,8,407,2021-05-15,4,1636,6544
1565,2,150,2023-05-06,4,26623,106492
1566,86,132,2022-03-16,4,28587,114348
1567,41,433,2023-12-16,3,11883,35649
1568,55,59,2022-11-28,4,44564,178256
1569,16,457,2022-02-23,2,5945,11890
1570,93,324,2021-03-29,3,34950,104850
1571,62,199,2022-10-18,2,31178,62356
1572,48,215,2023-10-29,3,12439,37317
1573,30,386,2021-08-03,2,17161,34322
1574,12,49,2022-07-06,1,13487,13487
1575,35,472,2022-05-18,1,7991,7991
1576,11,232,2022-11-30,1,7509,7509
1577,64,247,2021-09-02,2,12245,24490
1578,50,382,2021-11-05,3,22230,66690
1579,85,479,2021-08-19,4,48351,193404
1580,21,239,2021-06-04,4,22236,88944
1581,69,415,2023-04-28,2,24150,48300
1582,48,367,2021-04-25,2,12439,24878
1583,20,168,2021-11-07,2,29757,59514
1584,67,48,2023-09-20,2,36624,73248
1585,44,51,2021-10-27,4,24321,97284
1586,33,299,2023-11-08,3,18771,56313
1587,73,98,2023-02-23,4,3842,15368
1588,61,439,2021-01-12,2,29741,59482
1589,9,216,2021-08-20,1,35332,35332
1590,68,177,2023-08-13,4,14788,59152
1591,35,380,2022-12-31,1,7991,7991
1592,81,474,2023-10-15,1,3593,3593
1593,98,80,2023-09-26,2,45423,90846
1594,88,185,2021-10-30,4,34256,137024
1595,96,367,2022-06-25,3,7924,23772
1596,65,461,2022-04-15,4,26529,106116
1597,8,399,2023-03-24,3,1636,4908
1598,45,27,2021-03-18,3,38067,114201
1599,87,452,2023-10-17,2,32847,65694
1600,47,464,2021-01-24,3,21695,65085
1601,40,448,2023-11-05,4,21453,85812
1602,76,478,2022-11-07,4,10896,43584
1603,54,492,2022-06-09,1,22010,22010
1604,76,414,2021-12-13,3,10896,32688
1605,46,420,2021-06-21,2,25360,50720
1606,47,195,2022-12-13,2,21695,43390
1607,15,214,2022-05-04,4,1507,6028
1608,19,369,2022-01-13,3,44986,134958
1609,26,342,2022-01-07,2,35650,71300
1610,52,114,2023-09-27,3,35696,107088
1611,93,242,2023-09-04,3,34950,104850
1612,22,124,2023-01-27,1,42707,42707
1613,21,305,2022-04-22,2,22236,44472
1614,51,76,2022-01-17,1,21927,21927
1615,38,311,2021-06-04,2,8573,17146
1616,20,469,2021-09-14,3,29757,89271
1617,29,312,2022-11-05,2,5584,11168
1618,51,196,2021-03-09,4,21927,87708
1619,4,351,2021-12-10,3,10677,32031
1620,55,44,2022-11-04,2,44564,89128
1621,71,415,2022-01-26,1,32732,32732
1622,92,186,2021-09-16,1,49401,49401
1623,28,343,2021-11-03,3,27160,81480
1624,4,246,2023-08-08,1,10677,10677
1625,22,437,2023-08-28,3,42707,128121
1626,76,84,2021-09-03,3,10896,32688
1627,45,207,2023-01-03,3,38067,114201
1628,67,151,2021-07-06,2,36624,73248
1629,86,156,2023-07-14,3,28587,85761
1630,66,16,2023-02-24,1,13525,13525
1631,88,165,2022-02-12,4,34256,137024
1632,34,405,2021-12-07,2,46039,92078
1633,91,463,2022-07-17,1,29102,29102
1634,55,145,2022-10-13,3,44564,133692
1635,1,498,2023-08-10,3,27088,81264
1636,72,37,2023-11-29,4,16922,67688
1637,87,333,2021-03-10,1,32847,32847
1638,38,403,2022-01-16,2,8573,17146
1639,6,414,2021-02-26,1,30720,30720
1640,86,45,2023-04-30,3,28587,85761
1641,25,402,2023-07-05,2,33839,67678
1642,82,206,2021-11-21,3,12222,36666
1643,17,62,2022-04-06,3,11206,33618
1644,61,420,2021-06-28,1,29741,29741
1645,12,356,2023-04-24,4,13487,53948
1646,6,468,2022-07-28,3,30720,92160
1647,90,308,2021-04-29,1,16835,16835
1648,27,19,2022-07-03,2,26321,52642
1649,8,365,2022-10-08,4,1636,6544
1650,83,300,2021-01-26,3,22542,67626
1651,65,7,2023-10-29,3,26529,79587
1652,57,249,2023-08-27,2,32098,64196
1653,93,428,2022-06-17,1,34950,34950
1654,99,117,2021-05-29,3,20482,61446
1655,40,68,2023-11-15,2,21453,42906
1656,14,34,2022-10-17,3,32075,96225
1657,35,194,2023-08-03,1,7991,7991
1658,48,325,2022-07-09,4,12439,49756
1659,84,55,2022-03-01,1,44913,44913
1660,56,266,2021-10-20,1,8313,8313
1661,49,480,2022-07-08,1,25838,25838
1662,13,42,2022-03-07,2,37811,75622
1663,61,297,2022-08-27,3,29741,89223
1664,49,461,2021-11-13,4,25838,103352
1665,46,231,2022-02-02,2,25360,50720
1666,62,453,2022-08-19,1,31178,31178
1667,8,378,2022-06-30,4,1636,6544
1668,43,394,2021-03-17,1,2853,2853
1669,20,10,2023-05-15,1,29757,29757
1670,97,358,2023-07-05,1,13357,13357
1671,90,475,2022-12-10,4,16835,67340
1672,39,444,2022-05-01,3,9577,28731
1673,85,128,2023-01-17,1,48351,48351
1674,49,179,2023-10-28,3,25838,77514
1675,64,405,2022-07-04,4,12245,48980
1676,62,392,2023-09-03,4,31178,124712
1677,54,193,2023-12-12,1,22010,22010
1678,9,92,2023-07-31,3,35332,105996
1679,88,369,2023-07-08,3,34256,102768
1680,37,231,2021-12-29,1,15359,15359
1681,49,78,2022-01-17,2,25838,51676
1682,41,85,2021-09-28,2,11883,23766
1683,17,30,2023-11-04,4,11206,44824
1684,88,213,2021-10-25,4,34256,137024
1685,21,49,2023-10-01,2,22236,44472
1686,51,265,2021-08-22,2,21927,43854
1687,59,145,2022-07-29,2,28070,56140
1688,39,69,2021-01-27,1,9577,9577
1689,55,58,2021-04-03,1,44564,44564
1690,41,185,2022-09-09,1,11883,11883
1691,39,62,2021-11-05,1,9577,9577
1692,13,479,2021-02-21,1,37811,37811
1693,64,308,2021-11-15,1,12245,12245
1694,11,445,2021-06-30,4,7509,30036
1695,19,296,2023-05-25,3,44986,134958
1696,11,166,2023-12-03,4,7509,30036
1697,77,171,2022-10-09,3,17982,53946
1698,46,63,2021-07-16,4,25360,101440
1699,45,147,2022-10-07,4,38067,152268
1700,1,484,2023-08-29,1,27088,27088
1701,40,306,2021-09-12,1,21453,21453
1702,19,161,2023-01-02,3,44986,134958
1703,76,141,2021-12-02,3,10896,32688
1704,72,334,2023-09-17,1,16922,16922
1705,72,97,2023-06-19,4,16922,67688
1706,61,446,2022-05-29,3,29741,89223
1707,12,221,2021-08-30,2,13487,26974
1708,61,43,2021-05-29,2,29741,59482
1709,33,433,2023-01-27,2,18771,37542
1710,45,292,2022-09-12,3,38067,114201
1711,90,378,2022-03-29,1,16835,16835
1712,92,108,2021-07-31,1,49401,49401
1713,69,266,2022-10-30,1,24150,24150
1714,8,95,2022-08-17,3,1636,4908
1715,25,262,2021-05-11,3,33839,101517
1716,91,313,2022-09-04,2,29102,58204
1717,46,385,2021-09-13,3,25360,76080
1718,87,71,2022-07-15,2,32847,65694
1719,30,442,2021-03-04,2,17161,34322
1720,47,219,2022-02-11,1,21695,21695
1721,87,21,2023-03-13,3,32847,98541
1722,49,92,2021-01-15,1,25838,25838
1723,47,127,2021-09-16,1,21695,21695
1724,84,80,2022-12-24,3,44913,134739
1725,82,312,2022-09-06,3,12222,36666
1726,18,238,2023-12-05,4,48017,192068
1727,66,471,2023-03-24,2,13525,27050
1728,68,372,2021-11-27,4,14788,59152
1729,94,404,2021-06-14,2,32696,65392
1730,33,486,2023-12-25,2,18771,37542
1731,36,182,2022-01-22,2,47795,95590
1732,82,25,2023-11-20,1,12222,12222
1733,19,156,2021-11-24,1,44986,44986
1734,28,5,2021-11-16,3,27160,81480
1735,40,120,2022-02-03,2,21453,42906
1736,84,277,2021-04-15,2,44913,89826
1737,97,18,2022-11-27,2,13357,26714
1738,76,431,2023-10-14,1,10896,10896
1739,15,198,2021-11-26,3,1507,4521
1740,41,57,2022-10-22,1,11883,11883
1741,39,93,2023-12-07,4,9577,38308
1742,2,19,2022-08-22,4,26623,106492
1743,63,384,2023-04-01,4,45069,180276
1744,29,353,2022-10-03,3,5584,16752
1745,74,193,2021-11-10,4,42346,169384
1746,66,237,2022-04-07,3,13525,40575
1747,51,387,2022-05-01,1,21927,21927
1748,75,426,2022-02-14,1,36112,36112
1749,77,277,2021-01-27,3,17982,53946
1750,10,227,2023-11-19,1,32466,32466
1751,14,233,2021-09-28,1,32075,32075
1752,82,40,2022-11-17,3,12222,36666
1753,51,323,2022-05-16,4,21927,87708
1754,73,153,2022-01-20,3,3842,11526
1755,39,127,2021-03-01,2,9577,19154
1756,28,237,2021-08-08,1,27160,27160
1757,3,486,2023-02-10,3,33562,100686
1758,84,493,2022-07-18,1,44913,44913
1759,70,55,2022-06-30,4,7040,28160
1760,27,468,2021-04-06,1,26321,26321
1761,2,436,2023-09-16,3,26623,79869
1762,93,172,2023-04-08,4,34950,139800
1763,38,109,2021-08-19,4,8573,34292
1764,3,354,2023-08-26,4,33562,134248
1765,16,469,2021-10-02,2,5945,11890
1766,94,184,2021-09-03,3,32696,98088
1767,40,439,2021-04-21,3,21453,64359
1768,2,368,2021-08-22,4,26623,106492
1769,81,471,2022-02-21,1,3593,3593
1770,41,198,2022-11-09,4,11883,47532
1771,12,371,2023-03-14,2,13487,26974
1772,35,373,2022-09-11,4,7991,31964
1773,65,461,2022-12-08,3,26529,79587
1774,55,497,2023-05-01,4,44564,178256
1775,45,87,2022-04-20,1,38067,38067
1776,79,201,2022-10-17,3,47266,141798
1777,90,337,2022-01-30,1,16835,16835
1778,85,322,2021-04-21,4,48351,193404
1779,62,275,2021-03-31,3,31178,93534
1780,49,211,2023-02-02,2,25838,51676
1781,95,391,2021-05-12,3,6126,18378
1782,25,118,2023-11-03,1,33839,33839
1783,23,191,2022-04-02,3,13781,41343
1784,24,42,2021-04-08,2,1935,3870
1785,38,42,2021-10-20,2,8573,17146
1786,28,315,2023-10-22,2,27160,54320
1787,21,276,2022-07-26,2,22236,44472
1788,54,329,2021-09-07,1,22010,22010
1789,18,17,2022-10-14,3,48017,144051
1790,36,283,2021-05-29,4,47795,191180
1791,99,431,2021-02-13,2,20482,40964
1792,45,258,2023-12-04,4,38067,152268
1793,73,63,2021-06-11,4,3842,15368
1794,53,62,2021-09-10,3,27583,82749
1795,30,100,2021-05-12,4,17161,68644
1796,60,19,2022-04-19,4,27582,110328
1797,98,17,2022-12-07,1,45423,45423
1798,32,325,2023-11-25,4,7559,30236
1799,67,423,2021-10-02,3,36624,109872
1800,67,466,2021-07-06,4,36624,146496
1801,28,373,2023-08-07,3,27160,81480
1802,44,246,2021-08-31,2,24321,48642
1803,79,251,2021-09-21,4,47266,189064
1804,41,455,2022-06-06,4,11883,47532
1805,63,81,2023-08-21,4,45069,180276
1806,23,39,2023-02-22,2,13781,27562
1807,75,36,2022-06-19,1,36112,36112
1808,48,424,2021-07-29,4,12439,49756
1809,32,429,2021-02-15,3,7559,22677
1810,57,388,2021-01-26,1,32098,32098
1811,100,486,2021-06-24,1,11925,11925
1812,33,409,2021-11-18,1,18771,18771
1813,24,197,2021-02-24,4,1935,7740
1814,39,158,2022-10-30,2,9577,19154
1815,34,204,2021-05-27,2,46039,92078
1816,56,196,2022-08-22,4,8313,33252
1817,28,216,2021-01-20,3,27160,81480
1818,37,285,2021-11-29,3,15359,46077
1819,7,457,2023-06-26,3,10382,31146
1820,68,196,2023-08-02,4,14788,59152
1821,37,307,2023-06-30,2,15359,30718
1822,56,152,2022-02-05,4,8313,33252
1823,65,14,2023-08-08,2,26529,53058
1824,65,325,2021-01-28,1,26529,26529
1825,47,146,2022-04-12,4,21695,86780
1826,20,426,2023-09-09,2,29757,59514
1827,19,57,2021-04-11,1,44986,44986
1828,29,211,2022-07-05,1,5584,5584
1829,74,268,2023-03-13,4,42346,169384
1830,60,210,2021-12-19,2,27582,55164
1831,18,17,2021-10-23,1,48017,48017
1832,92,286,2021-12-19,4,49401,197604
1833,35,344,2023-06-27,1,7991,7991
1834,43,203,2023-10-16,3,2853,8559
1835,95,99,2022-03-31,4,6126,24504
1836,91,279,2022-12-13,1,29102,29102
1837,11,209,2023-09-07,4,7509,30036
1838,49,129,2023-01-09,4,25838,103352
1839,38,335,2023-09-04,2,8573,17146
1840,64,288,2021-08-21,2,12245,24490
1841,69,252,2023-10-21,1,24150,24150
1842,8,265,2021-04-12,4,1636,6544
1843,34,271,2023-08-11,4,46039,184156
1844,48,412,2022-04-26,3,12439,37317
1845,56,408,2021-04-18,4,8313,33252
1846,76,188,2023-08-31,2,10896,21792
1847,65,419,2022-12-05,4,26529,106116
1848,31,214,2021-12-01,2,14007,28014
1849,4,283,2021-03-27,3,10677,32031
1850,50,211,2023-01-04,1,22230,22230
1851,69,365,2023-05-25,2,24150,48300
1852,30,76,2021-12-30,1,17161,17161
1853,88,148,2021-03-01,1,34256,34256
1854,59,321,2022-07-14,1,28070,28070
1855,67,213,2021-04-27,1,36624,36624
1856,75,433,2023-05-24,2,36112,72224
1857,45,109,2023-07-04,3,38067,114201
1858,4,129,2023-08-26,4,10677,42708
1859,26,10,2023-09-26,2,35650,71300
1860,27,47,2021-02-13,3,26321,78963
1861,46,379,2022-05-24,4,25360,101440
1862,64,315,2023-04-29,1,12245,12245
1863,91,96,2023-07-06,4,29102,116408
1864,51,446,2023-06-17,4,21927,87708
1865,50,103,2023-03-10,3,22230,66690
1866,6,380,2023-05-26,4,30720,122880
1867,59,342,2021-10-13,1,28070,28070
1868,15,146,2022-11-15,2,1507,3014
1869,30,368,2023-03-30,2,17161,34322
1870,42,430,2021-05-01,3,49646,148938
1871,37,416,2023-08-03,1,15359,15359
1872,42,27,2023-10-15,1,49646,49646
1873,35,220,2023-06-26,4,7991,31964
1874,87,18,2021-01-13,3,32847,98541
1875,6,167,2022-08-26,1,30720,30720
1876,68,433,2021-07-19,1,14788,14788
1877,18,477,2022-08-09,1,48017,48017
1878,73,82,2022-03-24,2,3842,7684
1879,29,428,2023-04-21,2,5584,11168
1880,77,72,2023-12-31,2,17982,35964
1881,59,310,2022-08-13,4,28070,112280
1882,47,479,2023-06-08,4,21695,86780
1883,17,254,2021-02-12,4,11206,44824
1884,96,162,2022-06-04,1,7924,7924
1885,22,327,2023-11-03,2,42707,85414
1886,68,420,2022-12-26,1,14788,14788
1887,69,402,2022-09-15,1,24150,24150
1888,37,38,2023-09-15,3,15359,46077
1889,49,443,2023-03-14,1,25838,25838
1890,13,393,2022-06-19,4,37811,151244
1891,34,201,2021-10-29,2,46039,92078
1892,86,494,2022-06-11,2,28587,57174
1893,53,200,2022-04-05,1,27583,27583
1894,87,255,2023-04-12,4,32847,131388
1895,51,179,2022-05-20,4,21927,87708
1896,3,35,2023-07-21,4,33562,134248
1897,42,82,2021-11-21,2,49646,99292
1898,98,389,2022-08-02,4,45423,181692
1899,32,398,2023-01-31,4,7559,30236
1900,51,220,2023-05-01,1,21927,21927
1901,85,158,2023-08-18,3,48351,145053
1902,46,4,2022-05-17,4,25360,101440
1903,21,167,2021-11-30,1,22236,22236
1904,44,468,2021-10-11,1,24321,24321
1905,11,448,2022-04-20,4,7509,30036
1906,68,409,2023-12-14,3,14788,44364
